56068.92034,2.414096916
56178.55873,1.594713656
56180.8465,1.185022026
56196.02929,1.383259912
56237.20661,1.185022026
56266.73823,1.594713656
56295.57072,1.383259912
56321.81984,1.726872247
56323.53547,1.502202643
56329.19176,1.449339207
56338.00157,1.634361233
56343.57908,1.938325991
56398.46865,2.189427313
56470.96184,1.224669604
56573.88554,1.396475771
56593.28364,2.162995595
56605.9996,1.237885463
56609.49798,1.515418502
56610.55478,1.422907489
56635.7735,1.872246696
56646.98512,1.872246696
56713.83179,1.224669604
56719.19735,1.343612335
56741.62715,1.185022026
56779.78579,1.171806167
56786.72671,1.118942731
56793.97563,1.436123348
56797.02319,1.118942731
56836.55965,1.54185022
56857.31091,1.118942731
56879.9653,1.092511013
56937.71947,1.396475771
56940.90843,1.145374449
56947.7782,1.396475771
56981.13135,2.466960352
56990.43254,1.396475771
57075.60609,2.665198238
57112.65299,1.95154185
56084.42924,1.315712188
56079.20697,1.343245228
56082.96991,1.499265786
56158.07593,1.783773862
56169.42249,1.646108664
56760.91609,1.783773862
56864.13269,1.701174743
56899.97448,1.398311307
56917.51957,1.279001468
56949.23258,3.325624082
56956.08488,2.261013216
56957.25607,1.022026432
56983.24761,1.143171806
56994.79245,1.936123348
57000.89323,2.321585903
57009.53018,3.334801762
57014.19104,2.002202643
57072.9895,1.803964758
57089.43957,2.828193833
57094.73367,1.121145374
